(1, 2, 3, 4, 5, 6, 7),0
(1, 2, 3, 4, 5, 6, 8),0
(1, 2, 3, 4, 5, 6, 9),0
(1, 2, 3, 4, 5, 6, 10),0
(1, 2, 3, 4, 5, 7, 8),1
(1, 2, 3, 4, 5, 7, 9),0
(1, 2, 3, 4, 5, 7, 10),1
(1, 2, 3, 4, 5, 8, 9),0
(1, 2, 3, 4, 5, 8, 10),1
(1, 2, 3, 4, 5, 9, 10),0
(1, 2, 3, 4, 6, 7, 8),1
(1, 2, 3, 4, 6, 7, 9),0
(1, 2, 3, 4, 6, 7, 10),0
(1, 2, 3, 4, 6, 8, 9),0
(1, 2, 3, 4, 6, 8, 10),0
(1, 2, 3, 4, 6, 9, 10),0
(1, 2, 3, 4, 7, 8, 9),0
(1, 2, 3, 4, 7, 8, 10),1
(1, 2, 3, 4, 7, 9, 10),0
(1, 2, 3, 4, 8, 9, 10),0
(1, 2, 3, 5, 6, 7, 8),0
(1, 2, 3, 5, 6, 7, 9),0
(1, 2, 3, 5, 6, 7, 10),1
(1, 2, 3, 5, 6, 8, 9),0
(1, 2, 3, 5, 6, 8, 10),1
(1, 2, 3, 5, 6, 9, 10),0
(1, 2, 3, 5, 7, 8, 9),0
(1, 2, 3, 5, 7, 8, 10),4
(1, 2, 3, 5, 7, 9, 10),0
(1, 2, 3, 5, 8, 9, 10),0
(1, 2, 3, 6, 7, 8, 9),0
(1, 2, 3, 6, 7, 8, 10),1
(1, 2, 3, 6, 7, 9, 10),0
(1, 2, 3, 6, 8, 9, 10),0
(1, 2, 3, 7, 8, 9, 10),0
(1, 2, 4, 5, 6, 7, 8),8
(1, 2, 4, 5, 6, 7, 9),0
(1, 2, 4, 5, 6, 7, 10),12
(1, 2, 4, 5, 6, 8, 9),0
(1, 2, 4, 5, 6, 8, 10),9
(1, 2, 4, 5, 6, 9, 10),0
(1, 2, 4, 5, 7, 8, 9),0
(1, 2, 4, 5, 7, 8, 10),15
(1, 2, 4, 5, 7, 9, 10),0
(1, 2, 4, 5, 8, 9, 10),0
(1, 2, 4, 6, 7, 8, 9),0
(1, 2, 4, 6, 7, 8, 10),17
(1, 2, 4, 6, 7, 9, 10),1
(1, 2, 4, 6, 8, 9, 10),0
(1, 2, 4, 7, 8, 9, 10),0
(1, 2, 5, 6, 7, 8, 9),0
(1, 2, 5, 6, 7, 8, 10),16
(1, 2, 5, 6, 7, 9, 10),0
(1, 2, 5, 6, 8, 9, 10),0
(1, 2, 5, 7, 8, 9, 10),0
(1, 2, 6, 7, 8, 9, 10),0
(1, 3, 4, 5, 6, 7, 8),0
(1, 3, 4, 5, 6, 7, 9),0
(1, 3, 4, 5, 6, 7, 10),2
(1, 3, 4, 5, 6, 8, 9),0
(1, 3, 4, 5, 6, 8, 10),0
(1, 3, 4, 5, 6, 9, 10),0
(1, 3, 4, 5, 7, 8, 9),0
(1, 3, 4, 5, 7, 8, 10),2
(1, 3, 4, 5, 7, 9, 10),0
(1, 3, 4, 5, 8, 9, 10),0
(1, 3, 4, 6, 7, 8, 9),0
(1, 3, 4, 6, 7, 8, 10),4
(1, 3, 4, 6, 7, 9, 10),0
(1, 3, 4, 6, 8, 9, 10),0
(1, 3, 4, 7, 8, 9, 10),0
(1, 3, 5, 6, 7, 8, 9),0
(1, 3, 5, 6, 7, 8, 10),7
(1, 3, 5, 6, 7, 9, 10),0
(1, 3, 5, 6, 8, 9, 10),0
(1, 3, 5, 7, 8, 9, 10),0
(1, 3, 6, 7, 8, 9, 10),0
(1, 4, 5, 6, 7, 8, 9),1
(1, 4, 5, 6, 7, 8, 10),49
(1, 4, 5, 6, 7, 9, 10),0
(1, 4, 5, 6, 8, 9, 10),0
(1, 4, 5, 7, 8, 9, 10),1
(1, 4, 6, 7, 8, 9, 10),0
(1, 5, 6, 7, 8, 9, 10),0
(2, 3, 4, 5, 6, 7, 8),0
(2, 3, 4, 5, 6, 7, 9),0
(2, 3, 4, 5, 6, 7, 10),2
(2, 3, 4, 5, 6, 8, 9),0
(2, 3, 4, 5, 6, 8, 10),4
(2, 3, 4, 5, 6, 9, 10),0
(2, 3, 4, 5, 7, 8, 9),0
(2, 3, 4, 5, 7, 8, 10),2
(2, 3, 4, 5, 7, 9, 10),0
(2, 3, 4, 5, 8, 9, 10),0
(2, 3, 4, 6, 7, 8, 9),0
(2, 3, 4, 6, 7, 8, 10),4
(2, 3, 4, 6, 7, 9, 10),0
(2, 3, 4, 6, 8, 9, 10),0
(2, 3, 4, 7, 8, 9, 10),0
(2, 3, 5, 6, 7, 8, 9),0
(2, 3, 5, 6, 7, 8, 10),4
(2, 3, 5, 6, 7, 9, 10),1
(2, 3, 5, 6, 8, 9, 10),1
(2, 3, 5, 7, 8, 9, 10),0
(2, 3, 6, 7, 8, 9, 10),0
(2, 4, 5, 6, 7, 8, 9),3
(2, 4, 5, 6, 7, 8, 10),31
(2, 4, 5, 6, 7, 9, 10),0
(2, 4, 5, 6, 8, 9, 10),0
(2, 4, 5, 7, 8, 9, 10),0
(2, 4, 6, 7, 8, 9, 10),0
(2, 5, 6, 7, 8, 9, 10),0
(3, 4, 5, 6, 7, 8, 9),1
(3, 4, 5, 6, 7, 8, 10),1
(3, 4, 5, 6, 7, 9, 10),0
(3, 4, 5, 6, 8, 9, 10),0
(3, 4, 5, 7, 8, 9, 10),0
(3, 4, 6, 7, 8, 9, 10),0
(3, 5, 6, 7, 8, 9, 10),0
(4, 5, 6, 7, 8, 9, 10),0
